Row ID,Order ID,Customer ID,Product ID,Postal Code,Order Date,Ship Date,Sales,order_key,ship_key,customer_key,region_key,product_key
2679,US-2015-160780,SV-20785,OFF-BI-10002931,81001.0,2015-06-21,2015-06-21,25.164,1310,1067,648,261,741
2680,CA-2018-127026,MH-18115,OFF-BI-10000546,49201.0,2018-01-21,2018-01-27,14.4,1311,1808,415,31,620
2681,CA-2018-127026,MH-18115,TEC-AC-10002049,49201.0,2018-01-21,2018-01-27,619.95,1311,1808,415,31,1083
2682,CA-2018-127026,MH-18115,OFF-BI-10001196,49201.0,2018-01-21,2018-01-27,89.52,1311,1808,415,31,1422
2683,CA-2018-127026,MH-18115,TEC-MA-10002981,49201.0,2018-01-21,2018-01-27,350.973,1311,1808,415,31,1423
2684,CA-2018-127026,MH-18115,TEC-PH-10003601,49201.0,2018-01-21,2018-01-27,164.99,1311,1808,415,31,1424
2685,CA-2018-137085,CT-11995,OFF-BI-10000632,90004.0,2018-06-29,2018-07-06,312.552,1312,1922,565,26,1326
2686,CA-2017-133123,KB-16315,OFF-EN-10003055,27360.0,2017-09-06,2017-09-11,95.952,1313,446,42,279,897
2687,CA-2017-133123,KB-16315,OFF-BI-10001031,27360.0,2017-09-06,2017-09-11,3.204,1313,446,42,279,888
2688,US-2017-128195,RA-19285,OFF-BI-10002003,61604.0,2017-08-04,2017-08-05,3.98,1314,2315,268,121,1425
2689,CA-2016-153220,YC-21895,OFF-PA-10003016,90032.0,2016-11-12,2016-11-14,15.7,1315,1701,290,4,1426
2690,CA-2015-123064,RA-19915,OFF-AR-10004582,60653.0,2015-06-30,2015-07-02,5.248,1316,1070,155,156,1210
2691,CA-2018-156412,CM-12160,OFF-BI-10004364,19134.0,2018-12-04,2018-12-08,5.346,1317,2090,381,64,1000
2692,US-2017-144211,CS-12130,OFF-PA-10002246,80112.0,2017-08-28,2017-09-02,15.48,1318,1292,80,403,1427
2693,US-2017-144211,CS-12130,TEC-PH-10002890,80112.0,2017-08-28,2017-09-02,108.576,1318,1292,80,403,1428
2694,CA-2017-138079,AJ-10795,FUR-FU-10001475,98115.0,2017-01-22,2017-01-28,109.9,1319,2507,296,61,509
2695,CA-2015-143182,DL-12865,FUR-FU-10004270,33012.0,2015-10-15,2015-10-20,15.384,1320,1072,298,187,1413
2696,CA-2017-161662,BE-11410,OFF-PA-10003465,43130.0,2017-02-07,2017-02-09,30.352,1321,2542,649,404,426
2697,CA-2015-145317,SM-20320,TEC-MA-10003626,32216.0,2015-03-18,2015-03-23,821.3,1322,1074,599,134,1429
2698,CA-2015-145317,SM-20320,TEC-MA-10002412,32216.0,2015-03-18,2015-03-23,22638.48,1322,1074,599,134,1430
2699,CA-2015-145317,SM-20320,OFF-PA-10001804,32216.0,2015-03-18,2015-03-23,21.376,1322,1074,599,134,130
2700,CA-2015-145317,SM-20320,OFF-AR-10003183,32216.0,2015-03-18,2015-03-23,8.016,1322,1074,599,134,1431
2701,CA-2015-145317,SM-20320,FUR-FU-10004270,32216.0,2015-03-18,2015-03-23,30.768,1322,1074,599,134,1413
2702,CA-2015-145317,SM-20320,OFF-FA-10003112,32216.0,2015-03-18,2015-03-23,18.936,1322,1074,599,134,555
2703,CA-2015-145317,SM-20320,FUR-FU-10001986,32216.0,2015-03-18,2015-03-23,122.352,1322,1074,599,134,1165
2704,CA-2015-143413,RP-19390,OFF-PA-10002319,21215.0,2015-05-24,2015-05-30,116.28,1323,693,262,309,1432
2705,CA-2018-156818,JD-16015,TEC-AC-10002323,10009.0,2018-07-11,2018-07-13,132.6,1324,1075,558,30,178
2706,CA-2018-155873,AB-10255,OFF-SU-10001165,88220.0,2018-06-16,2018-06-21,16.68,1325,1076,438,65,1069
2707,CA-2018-155873,AB-10255,OFF-PA-10001246,88220.0,2018-06-16,2018-06-21,19.44,1325,1076,438,65,1433
2708,CA-2018-155873,AB-10255,OFF-PA-10001815,88220.0,2018-06-16,2018-06-21,192.16,1325,1076,438,65,1434
2709,CA-2016-121797,CC-12145,FUR-FU-10001876,90049.0,2016-01-30,2016-02-06,227.36,1326,1077,231,14,1435
2710,CA-2016-121797,CC-12145,TEC-MA-10000488,90049.0,2016-01-30,2016-02-06,1919.976,1326,1077,231,14,1161
2711,US-2016-120572,GH-14425,OFF-BI-10001098,32216.0,2016-12-11,2016-12-15,12.828,1327,1078,486,134,413
2712,CA-2018-132430,CP-12085,FUR-FU-10003577,44107.0,2018-10-09,2018-10-11,45.888,1328,1677,435,347,619
2713,CA-2018-146031,GM-14440,OFF-AR-10002656,12180.0,2018-07-29,2018-08-01,60.12,1329,918,307,25,160
2714,CA-2015-110100,LC-16885,TEC-PH-10004531,28403.0,2015-04-25,2015-04-29,302.376,1330,735,63,125,1436
2715,CA-2016-103723,BT-11305,OFF-AR-10003251,98105.0,2016-12-01,2016-12-06,13.9,1331,1838,458,60,1071
2716,CA-2015-127187,CP-12085,TEC-PH-10000673,10024.0,2015-12-04,2015-12-08,129.98,1332,2119,435,24,1437
2717,CA-2018-128475,SC-20680,TEC-AC-10000158,31907.0,2018-08-26,2018-09-01,71.98,1333,1750,650,113,359
2718,CA-2015-100006,DK-13375,TEC-PH-10002075,10024.0,2015-09-07,2015-09-13,377.97,1334,2398,590,24,1438
2719,CA-2018-144827,SE-20110,OFF-ST-10004340,92627.0,2018-12-21,2018-12-27,124.36,1335,2216,340,147,828
2720,CA-2015-110030,LF-17185,FUR-FU-10002759,77095.0,2015-12-06,2015-12-08,23.976,1336,2119,167,15,566
2721,CA-2015-121286,ON-18715,OFF-FA-10000585,27511.0,2015-11-04,2015-11-08,8.376,1337,2107,22,183,205
2722,CA-2015-121286,ON-18715,OFF-AP-10004859,27511.0,2015-11-04,2015-11-08,58.24,1337,2107,22,183,946
2723,CA-2017-164735,TB-21400,OFF-ST-10001558,22304.0,2017-04-14,2017-04-19,81.2,1338,1084,484,213,726
2724,CA-2015-153479,DF-13135,OFF-LA-10004689,94591.0,2015-10-04,2015-10-08,14.45,1339,2229,651,168,266
2725,CA-2015-153479,DF-13135,OFF-BI-10002867,94591.0,2015-10-04,2015-10-08,95.648,1339,2229,651,168,989
2726,CA-2018-149888,EP-13915,TEC-PH-10003811,19120.0,2018-11-07,2018-11-13,359.97,1340,2305,213,75,1222
2727,CA-2018-149888,EP-13915,FUR-TA-10000849,19120.0,2018-11-07,2018-11-13,350.352,1340,2305,213,75,1358
2728,CA-2018-119193,SK-19990,OFF-BI-10000848,43615.0,2018-12-22,2018-12-24,1.641,1341,1038,86,214,525
2729,CA-2018-119193,SK-19990,TEC-PH-10003072,43615.0,2018-12-22,2018-12-24,629.958,1341,1038,86,214,1350
2730,CA-2018-104801,FH-14350,OFF-AR-10001547,98105.0,2018-02-13,2018-02-19,6.63,1342,2307,652,60,149
2731,CA-2018-104801,FH-14350,TEC-AC-10001838,98105.0,2018-02-13,2018-02-19,799.96,1342,2307,652,60,657
2732,CA-2018-104801,FH-14350,FUR-FU-10004017,98105.0,2018-02-13,2018-02-19,107.53,1342,2307,652,60,1615
2733,CA-2015-107594,EH-13945,TEC-PH-10002923,7060.0,2015-07-02,2015-07-06,73.98,1343,338,14,171,693
2734,CA-2015-107594,EH-13945,OFF-AR-10000716,7060.0,2015-07-02,2015-07-06,5.58,1343,338,14,171,803
2735,CA-2016-129770,JE-15715,OFF-PA-10000249,88001.0,2016-02-21,2016-02-23,49.12,1344,1087,556,405,34
2736,CA-2016-115798,KL-16645,TEC-PH-10003691,19711.0,2016-11-13,2016-11-19,377.97,1345,978,108,286,1439
2737,CA-2016-115798,KL-16645,OFF-PA-10001560,19711.0,2016-11-13,2016-11-19,42.28,1345,978,108,286,676
2738,CA-2016-115798,KL-16645,FUR-BO-10004467,19711.0,2016-11-13,2016-11-19,299.97,1345,978,108,286,907
2739,CA-2016-115798,KL-16645,TEC-PH-10001819,19711.0,2016-11-13,2016-11-19,89.98,1345,978,108,286,824
2740,CA-2018-122707,EB-13750,OFF-SU-10000157,35244.0,2018-04-16,2018-04-18,477.24,1346,845,495,406,1440
2741,CA-2018-122707,EB-13750,TEC-AC-10004227,35244.0,2018-04-16,2018-04-18,25.98,1346,845,495,406,1441
2742,CA-2017-165015,BD-11725,OFF-EN-10003134,43055.0,2017-02-25,2017-02-27,46.72,1347,1307,233,56,1050
2743,CA-2015-149244,MS-17530,FUR-FU-10004671,92037.0,2015-11-04,2015-11-08,35.34,1348,2107,653,89,1398
2744,CA-2016-140144,SC-20770,FUR-FU-10002253,94122.0,2016-06-20,2016-06-25,257.64,1349,1326,35,35,598
2745,CA-2016-140144,SC-20770,TEC-PH-10002726,94122.0,2016-06-20,2016-06-25,125.976,1349,1326,35,35,67
2746,CA-2018-163321,FM-14380,TEC-AC-10004571,28540.0,2018-08-07,2018-08-11,79.992,1350,1520,249,223,412
2747,CA-2015-155887,KT-16480,FUR-TA-10002228,2038.0,2015-05-12,2015-05-17,700.056,1351,740,410,118,607
2748,US-2016-165449,AP-10720,TEC-AC-10004127,75034.0,2016-11-22,2016-11-26,27.168,1352,1528,400,407,1442
2749,CA-2016-110247,RH-19555,OFF-BI-10001553,32303.0,2016-12-04,2016-12-08,8.226,1353,2397,654,395,1331
2750,US-2015-141257,CS-11950,FUR-CH-10002758,98115.0,2015-06-08,2015-06-14,585.552,1354,4,230,61,1443
2751,CA-2015-154669,TM-21010,OFF-ST-10000532,95687.0,2015-08-08,2015-08-11,423.28,1355,1781,613,408,1444
2752,CA-2015-158029,HF-14995,FUR-CH-10000988,90008.0,2015-05-26,2015-05-30,225.296,1356,693,521,142,1164
2753,CA-2016-155306,GA-14515,OFF-AR-10003251,94122.0,2016-04-17,2016-04-21,5.56,1357,477,655,35,1071
2754,CA-2016-155306,GA-14515,TEC-AC-10003174,94122.0,2016-04-17,2016-04-21,323.37,1357,477,655,35,625
2755,CA-2016-155306,GA-14515,TEC-PH-10002310,94122.0,2016-04-17,2016-04-21,783.96,1357,477,655,35,1400
2756,CA-2016-155306,GA-14515,OFF-AP-10002651,94122.0,2016-04-17,2016-04-21,1447.65,1357,477,655,35,1381
2757,CA-2016-155306,GA-14515,OFF-PA-10001184,94122.0,2016-04-17,2016-04-21,11.96,1357,477,655,35,1347
2758,CA-2017-127775,ES-14020,TEC-AC-10002402,10035.0,2017-06-11,2017-06-13,239.97,1358,1092,302,371,663
2759,CA-2017-146171,JP-16135,FUR-FU-10004270,31907.0,2017-03-11,2017-03-15,76.92,1359,1892,656,113,1413
2760,CA-2017-146171,JP-16135,OFF-ST-10001526,31907.0,2017-03-11,2017-03-15,481.32,1359,1892,656,113,779
2761,CA-2015-129574,Dp-13240,OFF-PA-10002893,84107.0,2015-05-26,2015-05-29,48.4,1360,1093,657,409,366
2762,CA-2018-126536,NK-18490,TEC-AC-10003709,94110.0,2018-10-12,2018-10-14,0.99,1361,1902,72,95,1445
2763,CA-2018-126536,NK-18490,OFF-BI-10001191,94110.0,2018-10-12,2018-10-14,101.84,1361,1902,72,95,996
2764,CA-2018-165757,PL-18925,OFF-BI-10003166,19140.0,2018-06-22,2018-06-28,10.332,1362,183,485,12,1446
2765,CA-2018-165757,PL-18925,OFF-BI-10003982,19140.0,2018-06-22,2018-06-28,31.155,1362,183,485,12,352
2766,CA-2018-165757,PL-18925,OFF-ST-10004835,19140.0,2018-06-22,2018-06-28,8.928,1362,183,485,12,1447
2767,CA-2018-167752,RW-19690,OFF-AP-10000159,19134.0,2018-01-15,2018-01-18,34.384,1363,2019,356,64,1448
2768,CA-2018-167752,RW-19690,OFF-AP-10002945,19134.0,2018-01-15,2018-01-18,1924.16,1363,2019,356,64,229
2769,US-2016-122140,MO-17950,OFF-AP-10001242,75220.0,2016-04-02,2016-04-07,32.192,1364,1931,658,78,1449
2770,US-2016-122140,MO-17950,TEC-AC-10003038,75220.0,2016-04-02,2016-04-07,50.12,1364,1931,658,78,1054
2771,US-2016-122140,MO-17950,TEC-AC-10003289,75220.0,2016-04-02,2016-04-07,47.976,1364,1931,658,78,1246
2772,CA-2017-163986,JJ-15445,OFF-ST-10000918,53186.0,2017-09-03,2017-09-10,54.5,1365,1175,371,410,379
2773,CA-2018-158967,BT-11680,FUR-FU-10001940,33311.0,2018-12-10,2018-12-12,19.104,1366,1241,538,3,746
2774,CA-2017-131576,RD-19585,OFF-BI-10002852,48205.0,2017-11-22,2017-11-26,49.44,1367,708,362,186,92
2775,CA-2018-143455,ML-17755,OFF-PA-10004451,45503.0,2018-11-11,2018-11-18,10.368,1368,2453,530,158,503
2776,CA-2017-144729,JE-15745,OFF-ST-10004804,92037.0,2017-10-21,2017-10-25,154.44,1369,1097,33,89,234
2777,CA-2016-127019,ER-13855,OFF-AP-10003971,80906.0,2016-12-21,2016-12-25,60.984,1370,2401,46,98,939
2778,CA-2016-138534,JM-15535,FUR-BO-10003159,93309.0,2016-07-17,2016-07-19,195.466,1371,1452,342,411,1132
2779,CA-2018-108322,SS-20140,FUR-FU-10001935,33068.0,2018-04-30,2018-05-05,23.68,1372,1974,165,412,347
2780,CA-2018-108322,SS-20140,TEC-AC-10003433,33068.0,2018-04-30,2018-05-05,2.376,1372,1974,165,412,1450
2781,CA-2018-167668,TC-21295,OFF-LA-10004544,10035.0,2018-05-06,2018-05-08,59.2,1373,1359,647,371,200
2782,CA-2018-146724,HG-15025,OFF-AR-10001026,55044.0,2018-11-20,2018-11-27,22.0,1374,1407,644,88,210
2783,CA-2017-139878,LD-17005,TEC-PH-10001336,48234.0,2017-11-11,2017-11-16,257.98,1375,934,437,152,966
2784,US-2017-106677,AS-10285,TEC-PH-10003187,19134.0,2017-11-05,2017-11-10,23.988,1376,62,156,64,1451
2785,CA-2017-116974,MP-17965,TEC-PH-10004897,45373.0,2017-10-09,2017-10-15,23.976,1377,1101,173,413,1147
2786,CA-2016-149972,CD-12790,FUR-CH-10004997,90036.0,2016-09-21,2016-09-23,601.536,1378,1692,523,2,504
2787,CA-2016-149972,CD-12790,OFF-FA-10002763,90036.0,2016-09-21,2016-09-23,7.9,1378,1692,523,2,1452
2788,US-2015-117744,MD-17860,FUR-FU-10001588,78415.0,2015-12-02,2015-12-06,58.36,1379,1053,551,414,289
2789,US-2015-117744,MD-17860,OFF-AR-10000940,78415.0,2015-12-02,2015-12-06,16.464,1379,1053,551,414,136
2790,US-2015-117744,MD-17860,FUR-FU-10002759,78415.0,2015-12-02,2015-12-06,39.96,1379,1053,551,414,566
2791,CA-2015-125514,BM-11650,OFF-AP-10000358,68104.0,2015-09-21,2015-09-22,25.96,1380,2215,313,199,96
2792,CA-2015-125514,BM-11650,OFF-AP-10003281,68104.0,2015-09-21,2015-09-22,36.27,1380,2215,313,199,1215
2793,CA-2015-125514,BM-11650,OFF-PA-10000029,68104.0,2015-09-21,2015-09-22,6.48,1380,2215,313,199,822
2794,CA-2015-154599,KN-16450,TEC-PH-10001557,90278.0,2015-04-12,2015-04-17,1075.088,1381,1104,635,415,670
2795,CA-2015-154599,KN-16450,TEC-PH-10000576,90278.0,2015-04-12,2015-04-17,438.368,1381,1104,635,415,826
2796,CA-2015-154599,KN-16450,OFF-BI-10002764,90278.0,2015-04-12,2015-04-17,18.088,1381,1104,635,415,512
2797,CA-2015-154599,KN-16450,FUR-BO-10001337,90278.0,2015-04-12,2015-04-17,308.499,1381,1104,635,415,433
2798,CA-2018-158743,IG-15085,OFF-AR-10002257,72209.0,2018-10-20,2018-10-27,13.36,1382,542,491,367,1227
2799,CA-2018-158743,IG-15085,OFF-PA-10001019,72209.0,2018-10-20,2018-10-27,39.96,1382,542,491,367,687
2800,CA-2018-158743,IG-15085,OFF-BI-10003364,72209.0,2018-10-20,2018-10-27,145.85,1382,542,491,367,711
2801,CA-2017-153318,JS-15595,TEC-PH-10000984,33180.0,2017-10-25,2017-10-28,783.96,1383,1836,330,124,474
2802,US-2016-110163,GA-14725,OFF-AR-10001683,97301.0,2016-11-01,2016-11-04,7.88,1384,1106,316,161,33
2803,CA-2018-143329,DL-13330,FUR-FU-10000629,88001.0,2018-11-03,2018-11-08,41.37,1385,1107,659,405,94
2804,CA-2016-159380,CS-12505,OFF-PA-10003893,94122.0,2016-05-12,2016-05-16,12.84,1386,1747,474,35,1128
2805,CA-2016-159380,CS-12505,OFF-PA-10004239,94122.0,2016-05-12,2016-05-16,25.68,1386,1747,474,35,1453
2806,CA-2016-122623,CC-12145,FUR-CH-10000553,79907.0,2016-09-07,2016-09-11,47.516,1387,1712,231,295,1285
2807,CA-2016-148635,MH-18025,OFF-FA-10004395,98115.0,2016-07-25,2016-07-27,9.42,1388,1266,660,61,1228
2808,CA-2016-148635,MH-18025,OFF-PA-10004782,98115.0,2016-07-25,2016-07-27,12.96,1388,1266,660,61,1454
2809,CA-2016-148635,MH-18025,FUR-BO-10002213,98115.0,2016-07-25,2016-07-27,704.9,1388,1266,660,61,1365
2810,CA-2016-148635,MH-18025,FUR-CH-10001854,98115.0,2016-07-25,2016-07-27,561.568,1388,1266,660,61,1142
2811,CA-2016-135685,MP-18175,OFF-PA-10000157,53209.0,2016-11-16,2016-11-18,179.82,1389,2344,487,202,371
2812,CA-2016-135685,MP-18175,FUR-FU-10001185,53209.0,2016-11-16,2016-11-18,185.58,1389,2344,487,202,1455
2813,CA-2016-135685,MP-18175,FUR-TA-10001520,53209.0,2016-11-16,2016-11-18,214.11,1389,2344,487,202,725
2814,CA-2016-135685,MP-18175,TEC-AC-10004145,53209.0,2016-11-16,2016-11-18,999.96,1389,2344,487,202,1301
2815,CA-2016-135685,MP-18175,FUR-TA-10000688,53209.0,2016-11-16,2016-11-18,653.55,1389,2344,487,202,567
2816,CA-2016-104626,DR-12940,OFF-BI-10001510,2038.0,2016-09-01,2016-09-08,114.6,1390,1118,661,118,716
2817,CA-2016-104626,DR-12940,FUR-CH-10003817,2038.0,2016-09-01,2016-09-08,60.74,1390,1118,661,118,165
2818,CA-2016-104626,DR-12940,FUR-FU-10000308,2038.0,2016-09-01,2016-09-08,124.36,1390,1118,661,118,1306
2819,CA-2016-104626,DR-12940,OFF-ST-10003208,2038.0,2016-09-01,2016-09-08,1088.76,1390,1118,661,118,247
2820,CA-2017-160500,DM-13015,OFF-BI-10003784,92024.0,2017-05-05,2017-05-08,6.72,1391,2038,662,236,1354
2821,CA-2017-160500,DM-13015,FUR-TA-10003748,92024.0,2017-05-05,2017-05-08,298.776,1391,2038,662,236,211
2822,CA-2017-100202,BD-11620,TEC-PH-10002563,92804.0,2017-12-31,2018-01-05,302.376,1392,1112,380,159,204
2823,CA-2018-131016,DC-12850,OFF-AR-10000122,76017.0,2018-09-18,2018-09-20,8.928,1393,1113,420,175,313
2824,CA-2018-131016,DC-12850,OFF-ST-10000352,76017.0,2018-09-18,2018-09-20,47.584,1393,1113,420,175,1079
2825,US-2015-112914,MT-18070,OFF-PA-10003270,77041.0,2015-09-25,2015-09-30,33.792,1394,2179,193,17,1456
2826,US-2015-112914,MT-18070,FUR-BO-10003272,77041.0,2015-09-25,2015-09-30,300.5328,1394,2179,193,17,593
2827,US-2015-112914,MT-18070,OFF-BI-10002982,77041.0,2015-09-25,2015-09-30,2.724,1394,2179,193,17,1295
2828,US-2015-112914,MT-18070,OFF-EN-10001509,77041.0,2015-09-25,2015-09-30,3.264,1394,2179,193,17,30
2829,CA-2017-124149,MJ-17740,OFF-PA-10002421,43130.0,2017-04-23,2017-04-26,108.336,1395,1115,78,404,1457
2830,CA-2017-124149,MJ-17740,OFF-ST-10000760,43130.0,2017-04-23,2017-04-26,55.92,1395,1115,78,404,5
2831,CA-2017-124149,MJ-17740,OFF-PA-10002923,43130.0,2017-04-23,2017-04-26,78.304,1395,1115,78,404,1458
2832,CA-2015-148915,ND-18370,OFF-ST-10001128,97206.0,2015-11-01,2015-11-05,443.92,1396,2580,445,41,1459
2833,CA-2015-148915,ND-18370,TEC-PH-10000673,97206.0,2015-11-01,2015-11-05,155.976,1396,2580,445,41,1437
2834,CA-2018-134649,CA-11965,OFF-AR-10001547,35244.0,2018-01-26,2018-01-31,15.47,1397,2146,663,406,149
2835,CA-2018-134649,CA-11965,OFF-BI-10001890,35244.0,2018-01-26,2018-01-31,7.16,1397,2146,663,406,177
2836,CA-2018-110842,GA-14725,OFF-AP-10003971,90036.0,2018-11-11,2018-11-16,10.89,1398,1394,316,2,939
2837,CA-2018-110842,GA-14725,OFF-PA-10000520,90036.0,2018-11-11,2018-11-16,19.44,1398,1394,316,2,1460
2838,CA-2018-110842,GA-14725,OFF-BI-10000977,90036.0,2018-11-11,2018-11-16,121.6,1398,1394,316,2,1009
2839,CA-2017-147368,TC-21295,TEC-MA-10002178,32303.0,2017-06-09,2017-06-12,695.7,1399,2480,647,395,955
2840,US-2016-104185,JB-15400,OFF-ST-10001526,10009.0,2016-09-03,2016-09-08,120.33,1400,1118,81,30,779
2841,US-2015-125521,CK-12325,FUR-CH-10003379,23320.0,2015-03-14,2015-03-19,1139.92,1401,266,279,338,468
2842,US-2018-135062,RL-19615,OFF-PA-10000100,28314.0,2018-08-31,2018-09-04,229.544,1402,1695,211,307,846
2843,CA-2018-135650,AC-10660,OFF-ST-10001809,77340.0,2018-03-23,2018-03-27,143.728,1403,1120,664,144,438
2844,CA-2018-112865,BH-11710,TEC-AC-10000387,19140.0,2018-05-18,2018-05-22,36.048,1404,1548,4,12,1391
2845,US-2017-162852,BG-11695,FUR-CH-10004853,60098.0,2017-12-27,2017-12-31,845.488,1405,2118,411,398,536
2846,CA-2018-138163,XP-21865,OFF-AR-10001958,2149.0,2018-11-17,2018-11-20,50.94,1406,2406,191,290,209
2847,CA-2018-152093,SN-20560,OFF-BI-10003527,60653.0,2018-09-10,2018-09-15,762.594,1407,830,382,156,454
2848,CA-2018-157854,DM-13345,FUR-FU-10003832,30076.0,2018-04-08,2018-04-15,56.28,1408,882,665,237,1461
2849,CA-2018-157854,DM-13345,OFF-BI-10001359,30076.0,2018-04-08,2018-04-15,2690.97,1408,882,665,237,1187
2850,CA-2017-123617,AJ-10780,OFF-BI-10002976,32137.0,2017-11-28,2017-12-03,7.434,1409,2308,322,184,871
2851,US-2017-128293,KC-16255,OFF-ST-10000736,19120.0,2017-06-02,2017-06-05,64.784,1410,1124,347,75,463
2852,CA-2018-107342,VF-21715,OFF-PA-10001745,47201.0,2018-12-17,2018-12-22,28.16,1411,1125,666,135,734
2853,CA-2017-136371,SV-20935,FUR-FU-10000409,11572.0,2017-03-19,2017-03-21,14.98,1412,217,604,188,1462
2854,CA-2017-136371,SV-20935,FUR-FU-10000221,11572.0,2017-03-19,2017-03-21,20.32,1412,217,604,188,539
2855,CA-2018-137344,EM-13810,OFF-ST-10000344,2038.0,2018-08-20,2018-08-20,40.29,1413,1933,614,118,1041
2856,CA-2018-169810,RB-19360,OFF-LA-10003663,57103.0,2018-07-25,2018-07-31,20.23,1414,1852,182,376,1405
2857,CA-2017-128594,DJ-13510,FUR-CH-10001215,92037.0,2017-08-26,2017-08-29,1603.136,1415,2285,138,89,448
2858,CA-2017-154690,CC-12370,FUR-CH-10000988,28314.0,2017-08-15,2017-08-17,225.296,1416,734,667,307,1164
2859,CA-2018-138975,SC-20380,TEC-AC-10003441,30318.0,2018-05-19,2018-05-23,67.8,1417,273,619,149,664
2860,CA-2018-138975,SC-20380,TEC-PH-10004389,30318.0,2018-05-19,2018-05-23,377.97,1417,273,619,149,1463
2861,CA-2018-138975,SC-20380,FUR-BO-10004695,30318.0,2018-05-19,2018-05-23,1628.82,1417,273,619,149,201
2862,CA-2018-138975,SC-20380,OFF-PA-10000100,30318.0,2018-05-19,2018-05-23,286.93,1417,273,619,149,846
2863,CA-2018-106537,RH-19495,OFF-PA-10000223,32839.0,2018-08-12,2018-08-17,20.736,1418,1129,303,416,1415
2864,US-2018-103828,JK-15370,OFF-ST-10001325,94122.0,2018-08-13,2018-08-13,31.44,1419,2051,272,35,475
2865,US-2018-103828,JK-15370,OFF-AP-10004249,94122.0,2018-08-13,2018-08-13,83.79,1419,2051,272,35,362
2866,US-2018-103828,JK-15370,OFF-AR-10000588,94122.0,2018-08-13,2018-08-13,59.52,1419,2051,272,35,400
2867,US-2018-103828,JK-15370,OFF-SU-10000946,94122.0,2018-08-13,2018-08-13,31.92,1419,2051,272,35,1464
2868,CA-2017-115588,AF-10885,OFF-SU-10001225,43615.0,2017-11-10,2017-11-12,14.72,1420,1131,315,214,329
2869,CA-2017-115588,AF-10885,OFF-ST-10001558,43615.0,2017-11-10,2017-11-12,38.976,1420,1131,315,214,726
2870,CA-2018-143861,LC-16885,FUR-FU-10001546,33710.0,2018-06-12,2018-06-19,17.088,1421,2123,63,105,1465
2871,CA-2015-148040,BF-11275,OFF-PA-10002581,85705.0,2015-03-22,2015-03-26,74.352,1422,2033,668,116,1338
2872,CA-2015-148040,BF-11275,FUR-CH-10001482,85705.0,2015-03-22,2015-03-26,314.352,1422,2033,668,116,546
2873,CA-2018-135167,SC-20800,OFF-AR-10002399,90036.0,2018-06-15,2018-06-20,4.26,1423,1973,562,2,321
2874,CA-2018-137022,SW-20275,OFF-ST-10001963,92105.0,2018-11-16,2018-11-22,811.28,1424,1132,350,189,542
2875,US-2018-102638,MC-17845,OFF-FA-10002988,10035.0,2018-12-29,2018-12-31,6.03,1425,1936,267,371,133
2876,US-2017-167339,TD-20995,FUR-CH-10004289,92037.0,2017-01-21,2017-01-23,153.568,1426,1134,144,89,1002
2877,US-2017-167339,TD-20995,FUR-CH-10000785,92037.0,2017-01-21,2017-01-23,1013.488,1426,1134,144,89,325
2878,CA-2017-152072,Dp-13240,OFF-EN-10003040,7090.0,2017-01-15,2017-01-19,52.34,1427,1135,657,74,1261
2879,CA-2017-152072,Dp-13240,OFF-AR-10001573,7090.0,2017-01-15,2017-01-19,4.66,1427,1135,657,74,375
2880,CA-2017-152072,Dp-13240,TEC-AC-10000844,7090.0,2017-01-15,2017-01-19,254.97,1427,1135,657,74,107
2881,CA-2017-102932,SD-20485,OFF-BI-10000756,7050.0,2017-09-19,2017-09-23,25.44,1428,1136,175,417,16
2882,CA-2017-102932,SD-20485,OFF-SU-10000381,7050.0,2017-09-19,2017-09-23,27.93,1428,1136,175,417,666
2883,CA-2015-165540,TM-21010,OFF-BI-10004094,60098.0,2015-02-21,2015-02-25,8.85,1429,1137,613,398,614
2884,CA-2017-130799,BK-11260,FUR-FU-10001852,94110.0,2017-11-11,2017-11-16,6.96,1430,934,319,95,859
2885,CA-2017-164483,JF-15490,OFF-BI-10000014,94122.0,2017-01-30,2017-02-03,17.456,1431,1239,224,35,640
2886,US-2017-159856,EP-13915,FUR-CH-10003396,85281.0,2017-10-18,2017-10-22,307.92,1432,2031,213,287,392
2887,CA-2018-102099,EP-13915,OFF-AR-10003811,90008.0,2018-12-18,2018-12-19,6.63,1433,1663,213,142,457
2888,CA-2018-102099,EP-13915,OFF-PA-10003172,90008.0,2018-12-18,2018-12-19,12.96,1433,1663,213,142,868
2889,CA-2018-102099,EP-13915,OFF-PA-10000289,90008.0,2018-12-18,2018-12-19,32.4,1433,1663,213,142,736
2890,CA-2018-164049,KH-16630,OFF-PA-10000791,98105.0,2018-11-02,2018-11-06,23.85,1434,1959,176,60,1466
2891,CA-2015-142727,HG-14845,FUR-CH-10002304,70601.0,2015-04-29,2015-05-01,51.96,1435,1141,669,418,799
2892,CA-2015-142727,HG-14845,OFF-BI-10000136,70601.0,2015-04-29,2015-05-01,17.94,1435,1141,669,418,961
2893,CA-2018-139913,JC-16105,OFF-PA-10003739,14609.0,2018-10-23,2018-10-29,11.56,1436,2220,37,145,1467
2894,CA-2018-139913,JC-16105,OFF-PA-10002479,14609.0,2018-10-23,2018-10-29,26.4,1436,2220,37,145,220
2895,CA-2018-139913,JC-16105,FUR-FU-10000771,14609.0,2018-10-23,2018-10-29,69.08,1436,2220,37,145,1468
