order_key,Order ID,Order Date
784,CA-2018-138380,2018-12-21
785,US-2017-113509,2017-03-15
786,CA-2016-130022,2016-08-10
787,US-2017-118780,2017-09-10
788,CA-2018-108560,2018-07-08
789,CA-2016-157084,2016-12-19
790,CA-2016-164539,2016-11-16
791,CA-2016-143119,2016-09-24
792,CA-2018-101049,2018-06-21
793,CA-2017-106530,2017-05-08
794,CA-2015-168984,2015-11-26
795,CA-2017-157266,2017-05-26
796,US-2015-134712,2015-11-29
797,CA-2016-111829,2016-03-19
798,CA-2016-105221,2016-11-01
799,CA-2016-120341,2016-09-26
800,CA-2015-135699,2015-08-29
801,US-2018-132444,2018-11-18
802,CA-2015-127159,2015-05-12
803,CA-2018-161809,2018-01-20
804,CA-2018-127285,2018-10-30
805,CA-2018-144526,2018-04-30
806,CA-2017-128531,2017-11-24
807,US-2016-157154,2016-01-10
808,CA-2018-159457,2018-10-19
809,CA-2017-107615,2017-03-22
810,CA-2018-111647,2018-07-03
811,CA-2016-150560,2016-12-11
812,CA-2016-143077,2016-09-17
813,CA-2017-122728,2017-05-18
814,CA-2015-122882,2015-09-07
815,US-2017-101497,2017-09-29
816,CA-2017-147585,2017-11-07
817,CA-2018-149489,2018-04-24
818,CA-2018-143798,2018-12-10
819,CA-2015-142839,2015-08-16
820,CA-2018-129833,2018-12-09
821,US-2017-154361,2017-03-14
822,US-2017-158708,2017-06-26
823,CA-2016-156335,2016-09-25
824,CA-2016-148376,2016-12-27
825,CA-2015-135657,2015-06-03
826,CA-2016-114069,2016-07-13
827,CA-2015-139857,2015-02-02
828,CA-2017-106306,2017-03-08
829,CA-2016-100545,2016-11-22
830,CA-2018-123491,2018-10-30
831,CA-2016-145401,2016-01-30
832,US-2018-124968,2018-09-08
833,CA-2018-104003,2018-10-07
834,CA-2017-154788,2017-04-30
835,CA-2017-169943,2017-05-19
836,US-2016-123218,2016-12-20
837,CA-2016-127453,2016-12-19
838,US-2018-164056,2018-04-29
839,CA-2017-106894,2017-02-07
840,CA-2015-125136,2015-09-28
841,US-2017-131149,2017-07-10
842,CA-2018-101483,2018-07-29
843,CA-2016-130204,2016-09-03
844,CA-2015-110527,2015-08-09
845,CA-2018-152807,2018-10-30
846,CA-2015-133270,2015-06-06
847,CA-2017-155670,2017-08-13
848,US-2015-157406,2015-04-25
849,CA-2016-139094,2016-11-22
850,CA-2018-168837,2018-10-14
851,CA-2018-116715,2018-12-02
852,CA-2016-135622,2016-12-08
853,US-2016-107349,2016-07-13
854,CA-2015-139017,2015-05-11
855,CA-2015-141817,2015-01-05
856,CA-2016-130785,2016-09-05
857,CA-2017-110254,2017-08-04
858,US-2015-158057,2015-03-22
859,CA-2018-146024,2018-03-02
860,CA-2017-129686,2017-11-27
861,CA-2015-118976,2015-04-28
862,CA-2016-105347,2016-11-24
863,CA-2017-124667,2017-11-11
864,CA-2016-111094,2016-07-09
865,CA-2018-166317,2018-09-22
866,CA-2016-154326,2016-02-15
867,CA-2015-102008,2015-09-30
868,CA-2015-120474,2015-12-01
869,CA-2015-104773,2015-12-08
870,CA-2017-140774,2017-09-05
871,US-2018-139465,2018-08-27
872,CA-2017-100965,2017-07-07
873,CA-2017-121034,2017-08-08
874,CA-2017-149461,2017-11-13
875,CA-2018-158379,2018-09-22
876,US-2017-116729,2017-12-25
877,CA-2017-164938,2017-02-11
878,CA-2017-165484,2017-10-23
879,CA-2015-132612,2015-06-09
880,US-2018-161193,2018-11-20
881,CA-2016-131597,2016-09-14
882,CA-2016-164833,2016-06-04
883,CA-2016-125423,2016-12-13
884,US-2015-130379,2015-05-25
885,CA-2017-168956,2017-02-16
886,CA-2017-167507,2017-12-22
887,CA-2017-109344,2017-02-08
888,US-2016-140851,2016-07-13
889,CA-2015-103373,2015-05-18
890,CA-2018-145884,2018-10-21
891,CA-2016-131422,2016-11-05
892,CA-2018-162691,2018-08-01
893,CA-2015-141278,2015-06-21
894,CA-2018-122693,2018-02-19
895,CA-2015-117345,2015-08-01
896,CA-2017-157763,2017-07-18
897,CA-2016-135391,2016-02-09
898,US-2018-113852,2018-07-29
899,US-2018-158512,2018-01-12
900,CA-2018-128370,2018-09-10
901,CA-2016-160472,2016-07-20
902,CA-2015-114643,2015-06-13
903,US-2018-158218,2018-05-12
904,CA-2016-121608,2016-09-03
905,US-2018-121251,2018-03-26
906,CA-2015-151078,2015-11-12
907,US-2017-100839,2017-10-13
908,US-2018-116659,2018-11-12
909,CA-2018-118857,2018-04-15
910,CA-2016-127110,2016-06-25
911,CA-2017-148201,2017-08-26
912,CA-2015-116932,2015-07-21
913,CA-2018-142888,2018-11-21
914,CA-2015-147914,2015-06-04
915,US-2017-112977,2017-03-10
916,CA-2018-112039,2018-03-25
917,CA-2018-118885,2018-12-29
918,US-2018-166611,2018-03-28
919,CA-2016-109512,2016-03-05
920,CA-2017-118570,2017-11-13
921,CA-2018-154718,2018-01-19
922,CA-2017-147578,2017-04-22
923,CA-2015-140165,2015-05-13
924,CA-2015-142587,2015-10-21
925,CA-2015-157623,2015-03-14
926,CA-2018-145310,2018-12-22
927,CA-2017-100083,2017-11-24
928,US-2018-108063,2018-12-02
929,CA-2016-109197,2016-12-31
930,CA-2018-141789,2018-10-03
931,CA-2015-169775,2015-08-29
932,CA-2017-140543,2017-06-29
933,CA-2017-151141,2017-08-20
934,CA-2018-167094,2018-10-21
935,CA-2018-154410,2018-10-21
936,US-2017-150567,2017-05-17
937,CA-2016-157959,2016-02-03
938,CA-2018-105886,2018-12-18
939,CA-2017-105963,2017-11-15
940,CA-2018-121503,2018-07-03
941,CA-2015-103366,2015-01-15
942,CA-2018-124597,2018-04-30
943,CA-2016-105634,2016-11-08
944,CA-2016-123673,2016-10-30
945,US-2018-111423,2018-08-17
946,CA-2016-125178,2016-10-03
947,CA-2017-156685,2017-07-08
948,CA-2018-126865,2018-12-05
949,CA-2018-102834,2018-03-09
950,US-2017-139710,2017-06-09
951,CA-2018-121538,2018-11-28
952,US-2018-101539,2018-03-16
953,CA-2017-152121,2017-11-27
954,CA-2018-161200,2018-08-06
955,CA-2018-101245,2018-11-27
956,CA-2016-141768,2016-05-25
957,CA-2017-112109,2017-07-08
958,CA-2018-144064,2018-08-29
959,CA-2017-108581,2017-06-20
960,CA-2018-157987,2018-09-02
961,CA-2018-110905,2018-09-10
962,CA-2018-165841,2018-12-21
963,CA-2018-117485,2018-09-23
964,CA-2018-140242,2018-05-06
965,CA-2015-148950,2015-12-14
966,CA-2015-110408,2015-10-18
967,CA-2016-109939,2016-05-08
968,CA-2017-112669,2017-04-14
969,CA-2016-119592,2016-12-14
970,CA-2015-122749,2015-12-03
971,CA-2015-164721,2015-11-25
972,CA-2017-147417,2017-07-25
973,CA-2016-127509,2016-11-09
974,CA-2018-111374,2018-02-24
975,CA-2018-133648,2018-06-25
976,US-2018-147221,2018-12-02
977,CA-2015-131905,2015-02-06
978,CA-2018-166128,2018-04-11
979,CA-2018-163510,2018-12-25
980,US-2018-143028,2018-04-11
981,CA-2015-111150,2015-12-31
982,CA-2018-165386,2018-08-03
983,CA-2015-116407,2015-11-15
984,CA-2016-155761,2016-12-11
985,CA-2017-145905,2017-09-18
986,CA-2016-113110,2016-03-19
987,CA-2017-168354,2017-09-19
988,US-2018-111241,2018-08-20
989,CA-2016-114237,2016-03-13
990,CA-2017-113516,2017-09-08
991,CA-2016-117961,2016-11-26
992,CA-2017-128923,2017-12-09
993,CA-2018-162481,2018-09-25
994,CA-2016-119214,2016-01-23
995,CA-2016-122287,2016-06-18
996,CA-2016-104493,2016-10-02
997,US-2018-158946,2018-11-18
998,CA-2015-129168,2015-08-17
999,CA-2017-131835,2017-07-17
1000,CA-2016-142237,2016-07-11
1001,CA-2017-136434,2017-12-01
1002,CA-2018-120376,2018-12-22
1003,CA-2015-106439,2015-10-31
1004,CA-2016-133452,2016-04-13
1005,CA-2017-146521,2017-07-21
1006,US-2018-110996,2018-11-20
1007,CA-2017-129693,2017-11-26
1008,CA-2018-122504,2018-11-07
1009,CA-2015-131051,2015-12-01
1010,CA-2018-140676,2018-09-12
1011,CA-2016-120103,2016-12-24
1012,CA-2018-104647,2018-02-23
1013,CA-2015-110352,2015-11-23
1014,CA-2017-140501,2017-06-23
1015,CA-2016-139290,2016-10-26
1016,CA-2018-166142,2018-07-15
1017,CA-2015-145926,2015-11-17
1018,CA-2016-149678,2016-04-13
1019,US-2016-164357,2016-11-25
1020,US-2017-146570,2017-05-15
1021,CA-2018-124401,2018-09-07
1022,US-2015-140116,2015-03-10
1023,CA-2015-123295,2015-07-18
1024,CA-2018-167101,2018-03-24
1025,US-2015-167633,2015-09-30
1026,US-2015-152723,2015-09-26
1027,CA-2016-164882,2016-10-31
1028,CA-2016-159786,2016-10-12
1029,CA-2017-130267,2017-09-19
1030,CA-2018-155460,2018-04-13
1031,US-2018-168690,2018-01-07
1032,CA-2018-158246,2018-11-09
1033,CA-2018-167381,2018-09-22
1034,CA-2018-144862,2018-12-01
1035,CA-2015-126032,2015-06-23
1036,CA-2016-134859,2016-10-04
1037,US-2015-114188,2015-05-20
1038,CA-2016-156524,2016-11-20
1039,CA-2016-122210,2016-11-30
1040,CA-2016-156377,2016-12-31
1041,US-2018-157896,2018-11-16
1042,CA-2015-159520,2015-06-06
1043,CA-2017-155481,2017-09-01
1044,US-2017-152051,2017-06-25
1045,CA-2015-141607,2015-12-12
1046,CA-2018-102771,2018-03-31
1047,US-2018-139969,2018-11-19
1048,CA-2015-167360,2015-11-24
1049,CA-2016-123505,2016-11-22
1050,CA-2017-117282,2017-07-14
1051,US-2017-120460,2017-04-30
1052,CA-2017-111115,2017-07-25
1053,CA-2015-124646,2015-06-22
1054,CA-2018-148166,2018-10-21
1055,CA-2017-159737,2017-09-03
1056,CA-2017-141019,2017-05-14
1057,CA-2017-101938,2017-01-07
1058,CA-2018-166296,2018-03-13
1059,CA-2017-154018,2017-10-13
1060,CA-2018-117870,2018-01-27
1061,US-2018-137491,2018-11-19
1062,CA-2015-152296,2015-08-01
1063,CA-2017-112025,2017-07-30
1064,CA-2016-132507,2016-07-30
1065,CA-2017-125738,2017-10-15
1066,CA-2017-128818,2017-05-07
1067,CA-2018-124576,2018-08-01
1068,CA-2017-101378,2017-07-14
1069,CA-2018-143063,2018-08-10
1070,CA-2017-118913,2017-06-25
1071,CA-2017-128412,2017-12-10
1072,CA-2017-136483,2017-12-01
1073,CA-2015-163013,2015-11-28
1074,CA-2016-135363,2016-03-28
1075,US-2015-165659,2015-06-01
1076,CA-2016-138002,2016-09-06
1077,CA-2016-128860,2016-06-29
1078,CA-2017-164350,2017-09-10
1079,US-2015-103905,2015-07-14
1080,CA-2016-129854,2016-08-22
1081,CA-2015-125556,2015-11-14
1082,CA-2017-162313,2017-11-27
1083,CA-2018-107874,2018-11-21
1084,CA-2018-129378,2018-10-01
1085,CA-2015-151953,2015-09-20
1086,CA-2018-130841,2018-07-28
1087,CA-2016-131884,2016-12-06
1088,CA-2018-121909,2018-07-31
1089,CA-2017-106383,2017-03-19
1090,CA-2018-130771,2018-07-29
1091,CA-2017-139157,2017-10-01
1092,CA-2015-128055,2015-03-31
1093,CA-2018-157091,2018-06-26
1094,CA-2018-132122,2018-07-09
1095,CA-2016-123232,2016-12-14
1096,CA-2018-104066,2018-12-05
1097,CA-2016-145849,2016-09-15
1098,CA-2017-122322,2017-07-15
1099,CA-2018-166849,2018-04-20
1100,CA-2017-146633,2017-11-15
1101,US-2017-126893,2017-11-26
1102,CA-2018-103380,2018-11-21
1103,CA-2016-116092,2016-02-15
1104,CA-2017-117849,2017-04-15
1105,CA-2016-169201,2016-09-28
1106,CA-2017-164091,2017-09-17
1107,CA-2018-105214,2018-06-16
1108,CA-2016-117611,2016-11-08
1109,US-2016-137960,2016-12-18
1110,CA-2018-122994,2018-02-06
1111,CA-2017-131065,2017-11-14
1112,CA-2018-149146,2018-10-12
1113,CA-2018-137470,2018-09-17
1114,CA-2018-105480,2018-12-20
1115,CA-2018-164917,2018-12-02
1116,CA-2016-102036,2016-09-21
1117,CA-2016-142944,2016-03-06
1118,CA-2015-157882,2015-10-03
1119,CA-2015-104283,2015-06-27
1120,CA-2018-142622,2018-10-30
1121,CA-2017-132143,2017-09-03
1122,CA-2016-153108,2016-03-05
1123,CA-2017-112676,2017-05-05
1124,CA-2018-165687,2018-11-17
1125,US-2018-112928,2018-06-01
1126,CA-2018-143343,2018-06-10
1127,CA-2018-115154,2018-01-08
1128,CA-2016-149342,2016-04-20
1129,CA-2016-130995,2016-11-01
1130,CA-2018-127929,2018-12-23
1131,CA-2016-113145,2016-11-01
1132,CA-2015-162362,2015-11-14
1133,CA-2017-106558,2017-01-17
1134,CA-2018-157931,2018-09-17
1135,CA-2017-115574,2017-12-23
1136,CA-2016-160794,2016-08-06
1137,CA-2018-116225,2018-11-05
1138,US-2018-120418,2018-06-11
1139,CA-2018-122035,2018-07-20
1140,CA-2016-117828,2016-12-23
1141,CA-2018-165491,2018-03-20
1142,CA-2016-109470,2016-12-31
1143,CA-2016-105102,2016-09-15
1144,CA-2018-138422,2018-09-23
1145,US-2016-147739,2016-12-25
1146,CA-2017-155187,2017-09-24
1147,CA-2018-169285,2018-03-21
1148,CA-2015-140886,2015-09-30
1149,CA-2018-152695,2018-12-10
1150,CA-2015-110639,2015-08-23
1151,CA-2015-121727,2015-08-19
1152,CA-2017-137736,2017-11-10
1153,US-2015-143231,2015-12-31
1154,US-2015-155894,2015-07-26
1155,CA-2017-119025,2017-02-22
1156,CA-2017-159373,2017-03-13
1157,CA-2018-109701,2018-12-02
1158,CA-2016-111514,2016-08-31
1159,US-2015-148838,2015-03-17
1160,CA-2018-136497,2018-04-16
1161,US-2017-108637,2017-03-13
1162,CA-2015-102295,2015-11-24
1163,CA-2018-123659,2018-02-10
1164,US-2017-129469,2017-09-23
1165,CA-2018-155152,2018-07-07
1166,CA-2017-159940,2017-07-07
1167,CA-2018-119669,2018-01-24
1168,US-2015-164616,2015-08-19
1169,CA-2016-148628,2016-12-06
1170,CA-2017-118052,2017-05-06
1171,US-2018-117534,2018-03-25
1172,CA-2016-145065,2016-12-12
1173,US-2016-127040,2016-12-06
1174,CA-2017-128111,2017-03-17
1175,CA-2016-137897,2016-11-14
1176,CA-2018-169264,2018-08-14
1177,CA-2018-147361,2018-09-09
1178,CA-2018-145877,2018-04-01
1179,US-2017-110170,2017-09-27
1180,CA-2018-108574,2018-10-07
1181,CA-2018-144589,2018-01-20
1182,CA-2018-155985,2018-03-23
1183,CA-2015-162684,2015-08-01
1184,CA-2016-142041,2016-06-07
1185,CA-2015-151295,2015-11-12
1186,CA-2017-156300,2017-12-29
1187,CA-2016-146087,2016-07-06
1188,CA-2018-168655,2018-10-12
1189,CA-2017-107202,2017-05-21
1190,CA-2018-159597,2018-11-09
1191,CA-2017-155551,2017-04-18
1192,US-2018-147669,2018-12-25
1193,CA-2017-169922,2017-06-11
1194,CA-2018-100748,2018-05-13
1195,CA-2018-129805,2018-12-28
1196,CA-2015-148586,2015-03-25
1197,US-2018-112613,2018-05-28
1198,CA-2016-154746,2016-11-14
1199,CA-2018-140053,2018-07-03
1200,CA-2015-164210,2015-11-18
1201,CA-2018-139948,2018-07-17
1202,CA-2017-146934,2017-05-22
1203,CA-2016-100573,2016-09-25
1204,CA-2017-119165,2017-10-31
1205,CA-2016-128027,2016-09-14
1206,CA-2017-140207,2017-11-05
1207,CA-2018-140949,2018-03-17
1208,CA-2018-138548,2018-08-15
1209,CA-2016-142419,2016-07-11
1210,CA-2018-148691,2018-12-03
1211,CA-2018-128755,2018-05-04
1212,US-2017-135923,2017-01-22
1213,CA-2017-114972,2017-11-03
1214,CA-2018-102750,2018-09-04
1215,CA-2015-145212,2015-09-13
1216,CA-2018-141992,2018-06-19
1217,CA-2018-147956,2018-12-24
1218,CA-2018-126067,2018-08-28
1219,CA-2016-104514,2016-01-02
1220,CA-2016-141040,2016-10-09
1221,CA-2015-113579,2015-12-13
1222,CA-2015-144624,2015-11-19
1223,CA-2017-146206,2017-09-10
1224,CA-2015-136644,2015-06-16
1225,CA-2016-122371,2016-09-26
1226,CA-2017-126935,2017-05-19
1227,US-2018-133781,2018-06-22
1228,CA-2018-131618,2018-06-17
1229,CA-2017-149482,2017-11-14
1230,CA-2015-143917,2015-07-25
1231,CA-2016-120397,2016-07-02
1232,CA-2018-163902,2018-03-02
1233,CA-2017-136812,2017-11-18
1234,CA-2016-102722,2016-04-18
1235,CA-2018-155089,2018-12-02
1236,CA-2017-124506,2017-11-11
1237,CA-2015-106572,2015-09-05
1238,CA-2015-128888,2015-11-15
1239,CA-2018-123134,2018-05-02
1240,CA-2017-124352,2017-10-15
1241,CA-2016-124541,2016-04-06
1242,CA-2015-108707,2015-10-24
1243,CA-2015-111500,2015-08-17
1244,US-2018-117723,2018-08-15
1245,CA-2016-143238,2016-09-06
1246,CA-2016-168746,2016-01-27
1247,CA-2016-113404,2016-07-16
1248,CA-2017-144792,2017-04-30
1249,CA-2015-164385,2015-09-26
1250,US-2017-114174,2017-09-08
1251,CA-2018-108070,2018-04-16
1252,US-2016-128090,2016-08-16
1253,CA-2018-101042,2018-11-19
1254,CA-2017-155439,2017-09-14
1255,CA-2017-118626,2017-08-15
1256,CA-2016-111458,2016-09-26
1257,US-2017-126844,2017-10-08
1258,US-2016-112508,2016-03-24
1259,CA-2016-147788,2016-05-31
1260,CA-2016-144288,2016-12-25
1261,CA-2016-110632,2016-03-17
1262,CA-2018-109589,2018-12-21
1263,CA-2018-123967,2018-11-01
1264,CA-2018-148929,2018-09-07
1265,CA-2018-134404,2018-12-27
1266,CA-2018-109778,2018-07-16
1267,CA-2017-155845,2017-08-12
1268,CA-2018-145128,2018-07-09
1269,CA-2015-129091,2015-11-22
1270,US-2015-155502,2015-01-26
1271,CA-2016-121041,2016-11-03
1272,CA-2018-131695,2018-06-30
1273,CA-2017-137729,2017-05-05
1274,US-2017-115455,2017-09-08
1275,CA-2018-128300,2018-11-24
1276,CA-2018-149048,2018-05-13
1277,CA-2018-108553,2018-04-23
1278,CA-2017-165848,2017-06-04
1279,CA-2015-112718,2015-12-16
1280,CA-2017-154053,2017-03-04
1281,CA-2015-127446,2015-11-25
1282,CA-2017-137204,2017-04-28
1283,CA-2015-147298,2015-04-26
1284,CA-2018-147942,2018-04-01
1285,CA-2018-115931,2018-12-22
1286,CA-2015-164861,2015-12-03
1287,CA-2018-127180,2018-10-22
1288,US-2018-165344,2018-11-13
1289,CA-2016-168186,2016-09-10
1290,US-2018-110604,2018-05-15
1291,CA-2016-116750,2016-07-05
1292,CA-2016-162369,2016-08-15
1293,CA-2018-108441,2018-06-12
1294,CA-2016-169740,2016-02-20
1295,CA-2017-124051,2017-12-29
1296,CA-2017-149111,2017-04-17
1297,CA-2015-131002,2015-09-07
1298,US-2017-146794,2017-09-26
1299,CA-2018-112515,2018-09-17
1300,CA-2017-150343,2017-08-16
1301,CA-2016-135538,2016-12-24
1302,CA-2018-123372,2018-11-28
1303,CA-2018-159604,2018-04-14
1304,CA-2017-164784,2017-05-01
1305,CA-2017-111794,2017-10-01
1306,US-2016-139759,2016-08-25
1307,CA-2015-126403,2015-09-09
1308,CA-2018-136875,2018-12-03
1309,CA-2018-132185,2018-11-27
1310,US-2015-160780,2015-06-21
1311,CA-2018-127026,2018-01-21
1312,CA-2018-137085,2018-06-29
1313,CA-2017-133123,2017-09-06
1314,US-2017-128195,2017-08-04
1315,CA-2016-153220,2016-11-12
1316,CA-2015-123064,2015-06-30
1317,CA-2018-156412,2018-12-04
1318,US-2017-144211,2017-08-28
1319,CA-2017-138079,2017-01-22
1320,CA-2015-143182,2015-10-15
1321,CA-2017-161662,2017-02-07
1322,CA-2015-145317,2015-03-18
1323,CA-2015-143413,2015-05-24
1324,CA-2018-156818,2018-07-11
1325,CA-2018-155873,2018-06-16
1326,CA-2016-121797,2016-01-30
1327,US-2016-120572,2016-12-11
1328,CA-2018-132430,2018-10-09
1329,CA-2018-146031,2018-07-29
1330,CA-2015-110100,2015-04-25
1331,CA-2016-103723,2016-12-01
1332,CA-2015-127187,2015-12-04
1333,CA-2018-128475,2018-08-26
1334,CA-2015-100006,2015-09-07
1335,CA-2018-144827,2018-12-21
1336,CA-2015-110030,2015-12-06
1337,CA-2015-121286,2015-11-04
1338,CA-2017-164735,2017-04-14
1339,CA-2015-153479,2015-10-04
1340,CA-2018-149888,2018-11-07
1341,CA-2018-119193,2018-12-22
1342,CA-2018-104801,2018-02-13
1343,CA-2015-107594,2015-07-02
1344,CA-2016-129770,2016-02-21
1345,CA-2016-115798,2016-11-13
1346,CA-2018-122707,2018-04-16
1347,CA-2017-165015,2017-02-25
1348,CA-2015-149244,2015-11-04
1349,CA-2016-140144,2016-06-20
1350,CA-2018-163321,2018-08-07
1351,CA-2015-155887,2015-05-12
1352,US-2016-165449,2016-11-22
1353,CA-2016-110247,2016-12-04
1354,US-2015-141257,2015-06-08
1355,CA-2015-154669,2015-08-08
1356,CA-2015-158029,2015-05-26
1357,CA-2016-155306,2016-04-17
1358,CA-2017-127775,2017-06-11
1359,CA-2017-146171,2017-03-11
1360,CA-2015-129574,2015-05-26
1361,CA-2018-126536,2018-10-12
1362,CA-2018-165757,2018-06-22
1363,CA-2018-167752,2018-01-15
1364,US-2016-122140,2016-04-02
1365,CA-2017-163986,2017-09-03
1366,CA-2018-158967,2018-12-10
1367,CA-2017-131576,2017-11-22
1368,CA-2018-143455,2018-11-11
1369,CA-2017-144729,2017-10-21
1370,CA-2016-127019,2016-12-21
1371,CA-2016-138534,2016-07-17
1372,CA-2018-108322,2018-04-30
1373,CA-2018-167668,2018-05-06
1374,CA-2018-146724,2018-11-20
1375,CA-2017-139878,2017-11-11
1376,US-2017-106677,2017-11-05
1377,CA-2017-116974,2017-10-09
1378,CA-2016-149972,2016-09-21
1379,US-2015-117744,2015-12-02
1380,CA-2015-125514,2015-09-21
1381,CA-2015-154599,2015-04-12
1382,CA-2018-158743,2018-10-20
1383,CA-2017-153318,2017-10-25
1384,US-2016-110163,2016-11-01
1385,CA-2018-143329,2018-11-03
1386,CA-2016-159380,2016-05-12
1387,CA-2016-122623,2016-09-07
1388,CA-2016-148635,2016-07-25
1389,CA-2016-135685,2016-11-16
1390,CA-2016-104626,2016-09-01
1391,CA-2017-160500,2017-05-05
1392,CA-2017-100202,2017-12-31
1393,CA-2018-131016,2018-09-18
1394,US-2015-112914,2015-09-25
1395,CA-2017-124149,2017-04-23
1396,CA-2015-148915,2015-11-01
1397,CA-2018-134649,2018-01-26
1398,CA-2018-110842,2018-11-11
1399,CA-2017-147368,2017-06-09
1400,US-2016-104185,2016-09-03
1401,US-2015-125521,2015-03-14
1402,US-2018-135062,2018-08-31
1403,CA-2018-135650,2018-03-23
1404,CA-2018-112865,2018-05-18
1405,US-2017-162852,2017-12-27
1406,CA-2018-138163,2018-11-17
1407,CA-2018-152093,2018-09-10
1408,CA-2018-157854,2018-04-08
1409,CA-2017-123617,2017-11-28
1410,US-2017-128293,2017-06-02
1411,CA-2018-107342,2018-12-17
1412,CA-2017-136371,2017-03-19
1413,CA-2018-137344,2018-08-20
1414,CA-2018-169810,2018-07-25
1415,CA-2017-128594,2017-08-26
1416,CA-2017-154690,2017-08-15
1417,CA-2018-138975,2018-05-19
1418,CA-2018-106537,2018-08-12
1419,US-2018-103828,2018-08-13
1420,CA-2017-115588,2017-11-10
1421,CA-2018-143861,2018-06-12
1422,CA-2015-148040,2015-03-22
1423,CA-2018-135167,2018-06-15
1424,CA-2018-137022,2018-11-16
1425,US-2018-102638,2018-12-29
1426,US-2017-167339,2017-01-21
1427,CA-2017-152072,2017-01-15
1428,CA-2017-102932,2017-09-19
1429,CA-2015-165540,2015-02-21
1430,CA-2017-130799,2017-11-11
1431,CA-2017-164483,2017-01-30
1432,US-2017-159856,2017-10-18
1433,CA-2018-102099,2018-12-18
1434,CA-2018-164049,2018-11-02
1435,CA-2015-142727,2015-04-29
1436,CA-2018-139913,2018-10-23
1437,CA-2015-169033,2015-03-30
1438,US-2017-164630,2017-01-04
1439,US-2016-114839,2016-04-26
1440,CA-2016-166464,2016-09-12
1441,CA-2018-124898,2018-09-11
1442,CA-2017-164035,2017-06-12
1443,CA-2017-153577,2017-06-27
1444,CA-2015-127586,2015-09-26
1445,CA-2018-121615,2018-11-03
1446,CA-2018-166415,2018-02-19
1447,CA-2016-118444,2016-11-05
1448,CA-2015-113929,2015-06-16
1449,CA-2016-134747,2016-10-12
1450,CA-2018-155047,2018-08-27
1451,CA-2017-160129,2017-11-23
1452,CA-2018-164329,2018-01-30
1453,US-2016-141453,2016-11-30
1454,CA-2015-156993,2015-06-28
1455,CA-2015-157721,2015-09-02
1456,CA-2018-128629,2018-07-10
1457,CA-2018-158106,2018-06-04
1458,US-2018-120390,2018-10-19
1459,CA-2018-143434,2018-11-18
1460,CA-2016-168564,2016-08-08
1461,US-2017-169040,2017-12-06
1462,CA-2018-155880,2018-03-25
1463,CA-2018-126242,2018-11-19
1464,CA-2017-166443,2017-11-04
1465,CA-2018-169859,2018-12-14
1466,CA-2018-134915,2018-11-12
1467,CA-2017-153353,2017-08-18
1468,CA-2018-123638,2018-06-27
1469,CA-2018-168900,2018-05-04
1470,CA-2016-158456,2016-12-24
1471,CA-2018-143665,2018-04-26
1472,CA-2018-137428,2018-12-16
1473,CA-2015-162866,2015-12-27
1474,CA-2018-167941,2018-11-06
1475,CA-2018-111808,2018-12-16
1476,CA-2016-137512,2016-05-07
1477,CA-2018-139773,2018-12-04
1478,CA-2018-134607,2018-10-03
1479,CA-2015-109232,2015-01-13
1480,CA-2016-139850,2016-06-12
1481,CA-2015-131310,2015-07-12
1482,US-2015-112872,2015-12-06
1483,CA-2017-139269,2017-05-25
1484,CA-2017-139010,2017-02-21
1485,CA-2017-134376,2017-10-02
1486,CA-2018-147291,2018-03-11
1487,CA-2017-112893,2017-09-09
1488,US-2015-150532,2015-07-14
1489,CA-2015-138317,2015-06-21
1490,CA-2016-130610,2016-07-05
1491,CA-2018-104381,2018-12-16
1492,CA-2017-131499,2017-09-08
1493,CA-2015-148761,2015-05-17
1494,CA-2018-116519,2018-10-13
1495,CA-2015-130729,2015-10-24
1496,CA-2017-124772,2017-12-05
1497,CA-2017-115525,2017-07-25
1498,CA-2018-134845,2018-04-17
1499,US-2016-138919,2016-09-17
1500,US-2017-160528,2017-08-23
1501,CA-2016-123568,2016-11-08
1502,CA-2018-124674,2018-11-17
1503,CA-2016-164441,2016-11-08
1504,CA-2018-169054,2018-04-22
1505,CA-2015-106719,2015-08-24
1506,CA-2018-116855,2018-12-17
1507,US-2017-164189,2017-03-24
1508,CA-2016-168480,2016-09-21
1509,US-2017-114293,2017-11-21
1510,CA-2018-134173,2018-09-16
1511,US-2016-123960,2016-06-11
1512,CA-2018-101749,2018-10-03
1513,US-2017-147991,2017-05-05
1514,CA-2018-149559,2018-09-11
1515,CA-2016-135174,2016-04-30
1516,CA-2018-125290,2018-11-06
1517,CA-2015-137351,2015-09-30
1518,CA-2018-121419,2018-04-02
1519,US-2018-148054,2018-10-06
1520,CA-2017-128517,2017-04-09
1521,US-2016-100377,2016-08-28
1522,CA-2018-131492,2018-10-19
1523,CA-2017-144554,2017-11-07
1524,CA-2018-127621,2018-03-03
1525,CA-2016-145184,2016-11-27
1526,CA-2018-106859,2018-03-13
1527,US-2018-120089,2018-11-30
1528,CA-2015-119375,2015-11-17
1529,CA-2017-125206,2017-01-03
1530,CA-2016-126137,2016-10-03
1531,CA-2015-143903,2015-07-20
1532,CA-2015-104780,2015-05-21
1533,CA-2018-101182,2018-09-04
1534,US-2018-132297,2018-05-27
1535,CA-2015-100328,2015-01-28
1536,CA-2018-118773,2018-02-09
